design_id,sensor,level,direction,repeat,x_nominal,x_applied,T_C,y,y_ideal,p_radius_um,p_lam_nm,p_n_res,p_eta_mode,p_eta,p_q_factor,p_snr,p_n_pts,p_dndT,p_alpha
toroid_1,wgm_microtoroid,4,up,3,0.004,0.004003469533201531,24.970181861594916,178.05846366100886,178.18025461912148,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,4,up,4,0.004,0.004002130006225232,25.04679952127205,178.7028417140442,178.18025461912148,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,4,up,5,0.004,0.003999601105942959,24.984665853559573,178.02437003878345,178.18025461912148,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,4,up,6,0.004,0.004001833129371566,25.001324497739663,178.27216215828608,178.18025461912148,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,4,up,7,0.004,0.004000234284783978,24.940442521464757,177.6458071496778,178.18025461912148,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,4,up,8,0.004,0.003997037233833775,25.103508928845393,179.00273473437122,178.18025461912148,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,5,up,1,0.005,0.005003249061450831,24.935268484306018,222.27244827153638,222.72531827390188,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,5,up,2,0.005,0.004998541946420054,24.941578165707167,222.12341607222845,222.72531827390188,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,5,up,3,0.005,0.00499647202233491,24.91589166863191,221.79151999997575,222.72531827390188,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,5,up,4,0.005,0.005001396180990256,24.909568894401172,221.95428170535897,222.72531827390188,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,5,up,5,0.005,0.004999863902408133,24.93573805300189,222.12375465196948,222.72531827390188,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,5,up,6,0.005,0.004999994558670877,24.95129981740235,222.276444266059,222.72531827390188,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,5,up,7,0.005,0.005002097415548129,24.977053243367504,222.60816824357204,222.72531827390188,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,5,up,8,0.005,0.004998235694217516,24.939281961123605,222.0845819308267,222.72531827390188,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,6,up,1,0.006,0.005996769516869377,24.967159246144398,266.82326860183554,267.27038192868224,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,6,up,2,0.006,0.005999433750139127,24.972266875548907,266.9822702903199,267.27038192868224,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,6,up,3,0.006,0.005999764593772013,24.96464710532828,266.93344532764667,267.27038192868224,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,6,up,4,0.006,0.006002603954499816,24.988378375837016,267.2802763051471,267.27038192868224,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,6,up,5,0.006,0.0059989148581884736,25.071967532427532,267.88233563423086,267.27038192868224,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,6,up,6,0.006,0.006002972177361464,24.983000911855946,267.24373811918554,267.27038192868224,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,6,up,7,0.006,0.005994918493146102,25.04940125322501,267.49690008094933,267.27038192868224,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,6,up,8,0.006,0.0059990661548768864,24.985674264912248,267.10186135227804,267.27038192868224,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,7,up,1,0.007,0.0069976616116891955,24.994422599232966,311.6575350654114,311.81544558346263,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,7,up,2,0.007,0.006998172927050439,25.0024911599878,311.7522779912408,311.81544558346263,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,7,up,3,0.007,0.00699423530370486,25.007459499466293,311.6274659966305,311.81544558346263,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,7,up,4,0.007,0.006996474480635548,24.959259847224768,311.2808646977523,311.81544558346263,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,7,up,5,0.007,0.006999996849635519,25.12743854880279,312.9876697504767,311.81544558346263,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,7,up,6,0.007,0.006997061710799138,24.96178913359958,311.3259812010344,311.81544558346263,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,7,up,7,0.007,0.00699413133091219,25.011027149864518,311.6566708003199,311.81544558346263,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,7,up,8,0.007,0.006999004130466372,24.926553395033075,311.095142796228,311.81544558346263,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,8,up,1,0.008,0.008001228047179657,24.915837443875485,355.63810683215775,356.36050923824297,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,8,up,2,0.008,0.007999410143105522,25.094389109890614,357.20380724481555,356.36050923824297,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,8,up,3,0.008,0.008000956489279334,24.954336593834437,355.9805937296948,356.36050923824297,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,8,up,4,0.008,0.008001393627685961,25.007702812013235,356.49133550590676,356.36050923824297,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,8,up,5,0.008,0.008000608332215267,25.023049123261814,356.599417234731,356.36050923824297,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,8,up,6,0.008,0.008002439344181681,24.951986702720543,356.0268603429538,356.36050923824297,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,8,up,7,0.008,0.007999297758608024,24.990229539855846,356.2399812452413,356.36050923824297,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,8,up,8,0.008,0.008000032373332496,25.02656763876064,356.6096980835393,356.36050923824297,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,9,up,1,0.009000000000000001,0.008999859430073552,25.031051999685644,401.17988082870755,400.90557289302336,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,9,up,2,0.009000000000000001,0.00899874922070595,24.94684263126131,400.3625966323298,400.90557289302336,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,9,up,3,0.009000000000000001,0.009001433273027167,24.98991514380471,400.8779744455042,400.90557289302336,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,9,up,4,0.009000000000000001,0.009000465280401439,25.00404774950163,400.9667970830213,400.90557289302336,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,9,up,5,0.009000000000000001,0.009001760114189749,25.080025177761495,401.71827883707056,400.90557289302336,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,9,up,6,0.009000000000000001,0.009000155070627687,24.991692606048105,400.83635717925245,400.90557289302336,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,9,up,7,0.009000000000000001,0.009000844641461303,25.017973297226927,401.1092350678592,400.90557289302336,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,9,up,8,0.009000000000000001,0.009000569476014443,24.98649157182475,400.80177690678903,400.90557289302336,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,10,up,1,0.01,0.010000736980110012,25.06017134884551,446.03743830522916,445.45063654780375,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,10,up,2,0.01,0.009998613509181605,24.994457566043614,445.33624760872374,445.45063654780375,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,10,up,3,0.01,0.010000787351002524,25.02658939609621,445.7327590464286,445.45063654780375,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,10,up,4,0.01,0.00999653070325518,25.06824153800868,445.9269223723532,445.45063654780375,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,10,up,5,0.01,0.009998071941073128,25.02287897077328,445.57128938423034,445.45063654780375,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,10,up,6,0.01,0.009998412935712474,24.977050949113938,445.16864775939615,445.45063654780375,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,10,up,7,0.01,0.009996799722252822,24.900601572196916,444.38994792689016,445.45063654780375,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_1,wgm_microtoroid,10,up,8,0.01,0.009999925907537675,25.012940821763287,445.5688262661049,445.45063654780375,20.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,0,up,1,0.0,6.838553450636834e-08,25.037344280812828,0.38852873258491194,0.0,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,0,up,2,0.0,2.719495080619924e-06,24.907633760051294,-0.8576989481944282,0.0,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,0,up,3,0.0,2.4494421571718652e-06,25.078327438734977,0.8881023184028254,0.0,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,0,up,4,0.0,-1.0206141535753353e-06,24.99517839199222,-0.08236810315207554,0.0,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,0,up,5,0.0,-5.959390222128943e-07,25.03401892266371,0.3270717015655783,0.0,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,0,up,6,0.0,-1.0547683860668505e-06,24.99317168330116,-0.11024353386682195,0.0,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,0,up,7,0.0,1.1394527151439204e-06,24.981045071646257,-0.15504208885282186,0.0,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,0,up,8,0.0,-1.1212887809123521e-07,25.02315550792988,0.23238782740017083,0.0,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,1,up,1,0.001,0.000996159318819764,24.962820198524557,33.48241323928443,33.99424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,1,up,2,0.001,0.0009983718926721093,25.019249690437395,34.13748370136387,33.99424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,1,up,3,0.001,0.0009990648048822145,25.035861790359718,34.33417619485146,33.99424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,1,up,4,0.001,0.0009976135950451354,24.984999470075575,33.755354088433116,33.99424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,1,up,5,0.001,0.0009970150722318739,25.027233390396045,34.17092315101047,33.99424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,1,up,6,0.001,0.0010000732756538897,25.052143773829147,34.53049145178484,33.99424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,1,up,7,0.001,0.0010017944985134554,24.989652178189584,33.94407080507508,33.99424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,1,up,8,0.001,0.0009995337358440792,24.95932422290092,33.560571309688626,33.99424586738125,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,2,up,1,0.002,0.0020010556084249912,25.030696482912493,68.34090461982711,67.9884917347625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,2,up,2,0.002,0.001998522419937048,25.030138841676674,68.24568654031822,67.9884917347625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,2,up,3,0.002,0.0020027712941489925,24.91161407114285,67.17568931748002,67.9884917347625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,2,up,4,0.002,0.002001643848673321,25.01735150510272,68.22246781889193,67.9884917347625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,2,up,5,0.002,0.002001254752957671,24.9874789326645,67.90378316660373,67.9884917347625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,2,up,6,0.002,0.002000803414182882,25.039076134803086,68.4160886278993,67.9884917347625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,2,up,7,0.002,0.002001911339128897,24.978046890618117,67.83077755145169,67.9884917347625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,2,up,8,0.002,0.001997336040320914,24.999087957117545,67.8902296511328,67.9884917347625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,3,up,1,0.003,0.0029996439499505615,24.949666753251147,101.45384977652381,101.98273760214374,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,3,up,2,0.003,0.0030012639143141874,25.062859430673658,102.67612779393411,101.98273760214374,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,3,up,3,0.003,0.003002519510322717,24.93691310032777,101.42540731374817,101.98273760214374,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,3,up,4,0.003,0.003003582351026996,25.028347273286737,102.39102846412264,101.98273760214374,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,3,up,5,0.003,0.0029968528472591196,25.065093399810134,102.54336577564239,101.98273760214374,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,3,up,6,0.003,0.003001766263623245,24.920016535597426,101.22244304752822,101.98273760214374,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,3,up,7,0.003,0.003000930137017027,24.984874107975838,101.86322031608478,101.98273760214374,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,3,up,8,0.003,0.0029998122784396274,24.934539159124185,101.30454020755661,101.98273760214374,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,4,up,1,0.004,0.003998507696004819,24.988915603014966,135.8181284737427,135.976983469525,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,4,up,2,0.004,0.004000594263019275,24.935754171473015,135.3368682397964,135.976983469525,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,4,up,3,0.004,0.003999966761598039,24.97569121664293,135.72466726962554,135.976983469525,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,4,up,4,0.004,0.003999592518555224,25.060322483567333,136.57928318112923,135.976983469525,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,4,up,5,0.004,0.003998531057802905,24.9904720871567,135.83275557196464,135.976983469525,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,4,up,6,0.004,0.004000774519511886,24.928015134158095,135.27036633630647,135.976983469525,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,4,up,7,0.004,0.004000615759252732,25.066722140347565,136.6815932812236,135.976983469525,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,4,up,8,0.004,0.003999814031744847,25.026513270424147,136.2414461293807,135.976983469525,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
toroid_2,wgm_microtoroid,5,up,1,0.005,0.005001192377597345,24.979005555199976,169.79958315110383,169.97122933690625,30.0,1550.0,1.45,auto (scaling law),0.05,1000000.0,100.0,20.0,1.2,0.55
