sample,pressure_kPa,output_mV,healthy_model_mV,label
47,42.85542967289726,63.33372830549528,62.749304214451506,normal
48,41.217095165133294,60.79285411302752,60.446191249012024,normal
49,39.60493174720941,58.444456841408815,58.179848388698,normal
50,38.023743305133785,56.12645858028127,55.957030660212524,normal
51,36.478241426422144,54.18743601678868,53.78436345464714,normal
52,34.973031360621896,51.10653388465125,51.66832275668178,normal
53,33.51259829669967,49.87415281053482,49.61521582066822,normal
54,32.101293998182456,47.885395416810894,47.63116235160695,normal
55,30.743323835876645,44.9765059347079,45.72207624743968,normal
56,29.442734256804783,44.04001477444758,43.89364795731869,normal
57,28.2034007266993,42.04570734698705,42.15132750858711,normal
58,27.02901618198248,40.82993092521527,40.50030825312035,normal
59,25.923080025642832,38.76032820988321,38.945511381445954,normal
60,24.888887699797596,37.48387780778417,37.49157125068723,normal
61,23.92952086601327,36.287425986150176,36.14282156987469,normal
62,23.04783822264408,34.533701765348574,34.90328248354626,normal
63,22.24646698655091,34.029118581083644,33.776648591824745,normal
64,26.743253047558785,40.55669147418485,40.098564465291815,normal
65,31.452628288438984,46.97450070170609,46.71924478362165,normal
66,36.565916573350506,53.832532079117854,53.907617658389526,normal
67,41.97176391272073,61.773621078672484,61.507080634203724,normal
68,47.552445149132765,69.88340725009068,69.35208056621454,normal
69,53.1864277020667,78.02718988479114,77.27172614467784,normal
70,58.7510182283166,84.42982980868308,85.0935168015033,normal
71,64.1250345607701,93.01958386635624,92.64710553779844,normal
72,69.19144473774163,99.96416436683714,99.76801251449058,normal
73,73.83991565173133,106.2616199552673,106.30120759786021,normal
74,77.96921581473326,111.67990251065092,112.10448338007868,normal
75,81.48941991417509,117.58178954235035,117.05154535086545,normal
76,84.32386715005082,120.50258968166683,121.03475266423753,normal
77,86.41083070580694,124.20657154309959,123.96745106676624,normal
78,87.70486199629102,126.33493736427297,125.78584875841972,normal
79,88.17778041857233,125.77570378293207,126.45039598042403,normal
80,87.81928705146179,125.81904684035842,125.9466397297767,normal
81,86.63718893896686,123.73334786920417,124.28553598596139,normal
82,84.65722907337701,121.60614768857111,121.50321303596036,normal
83,81.92252578050189,118.29890845612306,117.66019075842529,normal
84,78.49263371577865,113.69354677057522,112.84007194658,normal
85,74.4422469202879,106.39777779913958,107.14773277409729,normal
86,69.85957218071158,100.46455404919317,100.70705017699485,normal
87,64.84440811718044,93.95494811559311,93.65821404149439,normal
88,59.50597183143383,86.82081310992021,86.15468142053993,normal
89,53.960520445185516,78.53749221921147,78.35983828954124,normal
90,48.328819325344696,70.12873694279834,70.4434413224334,normal
91,42.73351213149647,62.70323865915627,62.57791756142764,normal
92,37.29644995910076,54.92759396764487,54.93460344473746,normal
93,32.13603774265672,47.594074601178846,47.68000628514217,normal
94,27.36465570720202,40.66239314906815,40.972170878236724,normal
95,23.086212022160655,35.12056594253107,34.95723147228213,normal
96,19.393879954312325,29.896079278484784,29.766224949701126,normal
97,16.368068798746954,25.47301703071579,25.512234927711724,normal
98,14.074672775600725,22.19442753449761,22.287928812737626,normal
99,12.563636027002474,19.621601895572045,20.163540901994573,normal
100,11.867864964828804,18.980290470610797,19.18534468505429,normal
101,12.002511655477136,19.88349085205891,19.374646814104153,normal
102,12.964643847654187,20.646952295956183,20.727324014057857,normal
103,14.733308829107997,22.606691842053998,23.21391269306126,normal
104,17.269989721671607,27.343077043528446,26.780249366223963,normal
105,20.519444277710964,31.57229831975403,31.348648383873154,normal
106,24.41090791119303,37.70871947289496,36.819592026071255,normal
107,28.859634764516827,43.100262715662396,43.073896970409976,normal
108,33.76874325072045,49.7807125878827,49.97531067003283,normal
109,39.031325880000104,56.762908715962766,57.37348153266926,normal
110,44.532777424061564,65.66559327720373,65.10723823113634,normal
111,50.153290716999756,74.09184863031437,73.00810627048438,normal
112,55.77046574071634,80.55773877601109,80.903984341223,normal
113,61.26197517584938,88.34997719131415,88.62289921664387,normal
114,66.50822836951481,96.2482105876493,95.99675615659855,normal
115,71.39497570563921,102.5147874012939,102.86500203045571,normal
116,75.8157966615394,108.96400729991336,109.07812064855317,normal
117,79.6744173674087,114.35333300946623,114.50088398638697,normal
118,82.88680719835273,119.0962513773117,119.01528891559379,normal
119,85.38300874070615,122.98487783939699,122.52311648225266,normal
120,87.10866128076952,124.95736687165015,124.94805942872514,normal
121,88.02618463838385,126.62494179754317,126.23737326919152,normal
122,88.11559756455563,126.1859200921128,126.36301654827476,normal
123,87.37495288058224,125.46051223901641,125.32225671579431,normal
124,85.82037988249022,122.23589017277493,123.1377291544306,normal
125,83.48573308732878,119.24540384053587,119.85694814830812,normal
126,80.42185497070237,115.88697208742062,115.55127984563876,normal
127,76.69546875118205,110.06549122132483,110.31439841599412,normal
128,43.211246949288515,63.59191441989118,63.249496785747624,normal
129,43.6608078682504,64.31040489311192,63.88146865360331,normal
130,44.122114349895895,64.48285057001378,64.52995016493972,normal
131,44.594311663198724,64.89922403424201,65.19373963429153,normal
132,45.07652489807142,65.5630576170919,65.87160701728666,normal
133,45.56786058644119,66.35645399519218,66.56229619082946,normal
134,46.067408357710875,66.78799948086976,67.26452728159563,normal
135,46.57424262553778,67.74610386775598,67.97699903851566,normal
136,47.087424302804926,68.65934841439531,68.69839124484065,normal
137,47.606002541607225,69.53348949042172,69.42736716531178,normal
138,48.12901649502861,70.01964212275713,70.16257602388896,normal
139,48.655497097445775,70.0913041674627,70.90265550743777,normal
140,49.184468860060015,71.6157475233796,71.64623429072523,normal
141,49.71495167833017,72.48697862581608,72.39193457803658,normal
142,50.24596264795786,73.59577371257461,73.13837465669356,normal
143,50.77651788606024,74.12789699806727,73.88417145773435,normal
144,51.305634354155956,74.35650865639246,74.62794311900183,normal
145,51.83233167958651,75.06304445005826,75.36831154588313,normal
146,52.355633971998266,76.95191428211022,76.10390496494946,normal
147,52.87457163151948,77.15248750514958,76.83336046575786,normal
148,53.388183145281914,78.32777253591549,77.55532652610154,normal
149,53.895516868958595,79.16660091247076,78.26846551602523,normal
150,54.395632790016506,78.62641319059433,78.97145617596452,normal
151,54.887604269417466,79.82549102141799,79.66299606441572,normal
152,55.37051975853985,80.53504497711587,80.34180397060236,normal
153,55.84348448814013,81.24264982412093,81.00662228766957,normal
154,56.3056221262247,81.88477733580041,81.65621934201239,normal
155,56.75607640176031,82.3746122184546,82.28939167442742,normal
156,57.194012691214596,82.97840872558527,82.90496626886748,normal
157,57.618619564987014,82.86809362332711,83.50180272467728,normal
158,58.02911029086498,84.00903414415704,84.07879536829499,normal
159,58.42472429171948,84.31955188789975,84.63487530051725,normal
160,58.80472855473927,85.22219219335648,85.16901237554609,normal
161,59.16841898959255,85.48302021503888,85.68021710816402,normal
162,59.51512173299971,86.4284158797287,86.1675425055172,normal
163,59.84419439729989,86.9755472193078,86.63008582012735,normal
164,60.155027260698,87.19718733829905,87.06699022089968,normal
165,60.44704439698683,87.61079655439802,87.47744637904691,normal
166,60.71970474265109,87.899896070833,87.86069396600614,normal
167,60.9725030993761,88.02715543233076,88.21602306059094,normal
168,61.20497107010377,88.4733937972853,88.54277546278605,normal
169,61.41667792690136,88.6312973702167,88.84034591176761,normal
170,61.60723140903511,89.2718244623164,89.10818320590752,normal
171,61.77627844976994,89.3517438336069,89.34579122270108,normal
172,61.923505830548635,89.79790090997771,89.55272983674303,normal
173,62.04864076133838,89.16823199991228,89.728615734064,normal
174,62.15145138606935,90.2475614634096,89.87312312133069,normal
175,62.231747212228896,89.66430208846904,89.98598432860662,normal
176,62.289379463815315,89.75729225289037,90.06699030456538,normal
177,62.32424135699725,90.0327155147886,90.11599100324786,normal
178,62.33626829796791,89.89527705612429,90.13289566165194,normal
179,62.325438002627685,90.24046078345414,90.11767296764549,normal
180,62.29177053787312,89.82818575430959,90.07035111789392,normal
181,62.23532828441607,89.53994443190311,89.99101776569628,normal
182,62.156215821201634,89.52308577654175,89.87981985882523,normal
183,62.05457973163925,90.29031831385058,89.7369633676693,normal
184,61.930608332005825,89.5813797306437,89.56271290417611,normal
185,61.78453132252422,88.86496221620492,89.35739123229686,normal
186,61.61661936176351,89.12491200650331,89.1213786708312,normal
187,61.427183565149676,88.1988611798737,88.85511238976976,normal
188,61.21657492851585,89.31387073268856,88.55908560142734,normal
189,60.98518367776019,87.59086779736342,88.23384664785324,normal
190,60.733438545816455,88.08192141922477,87.87999798619694,normal
191,60.46180597827677,87.72747996222034,87.49819507389448,normal
192,24.67976723112384,37.3947835445181,37.19757440922997,normal
193,26.809852153148373,40.302282495613916,40.19219371360262,normal
194,29.197736419798918,43.94951805604612,43.54921773745511,normal
195,31.816874491001737,47.299180175266905,47.23131549568155,normal
196,34.63815003327329,51.33943492067026,51.197540893823586,normal
197,37.63019959905771,55.350345236922294,55.403788340683434,normal
198,40.759761286695685,60.06976021499481,59.80328363958176,normal
199,43.99204450505479,63.950057274944825,64.34710467951014,normal
200,47.291116732236404,69.31866793066,68.9847260984242,normal
201,50.62030296885471,73.45146088180185,73.66458180921748,normal
202,53.94259344526066,77.87463441316275,78.33463906941816,normal
203,57.221055050327514,83.0970286215207,82.94297764208257,normal
204,60.41924190804144,88.15240506635554,87.43836754007096,normal
205,63.5016005376159,92.17644569778919,91.77083886973747,normal
206,66.43386509306082,95.67475186709851,95.89223739233815,normal
207,69.18343828842288,100.05118008898546,99.75675959995117,normal
208,71.71975377404164,103.12988966369528,103.32146135379067,normal
209,74.0146159353709,106.49442679030915,106.54673445165976,normal
210,76.04251333690347,109.43450628692268,109.39674587214323,normal
211,77.78090232671714,110.862502212985,111.83983487949725,normal
212,79.2104576488783,113.92968098000854,113.84886365819101,normal
213,80.31528727770457,114.96725960986045,115.40151767266774,normal
214,81.08310908562544,116.18641083473241,116.48055250923635,normal
215,81.50538738066604,116.45213119614179,117.07398454645643,normal
216,81.57742779569986,116.53558495367797,117.17522341174445,normal
217,81.29842947460884,116.38530437073089,116.78314480943425,normal
218,80.67149397520984,116.25031495089,115.90210294384015,normal
219,79.70359078997596,115.2445683327671,114.54188240497645,normal
220,78.40547986785025,112.70695927817304,112.71759002967188,normal
221,76.7915919984588,110.90997233702099,110.44948789209869,normal
222,74.87986838846308,107.65143014536247,107.76276921029812,normal
223,72.69156121344281,103.88086717586641,104.68727957394131,normal
224,70.25099736252724,101.32041679905193,101.25718649772679,normal
225,67.5853080021686,97.69856185778343,97.51060087846477,normal
226,64.7241269654332,93.30837695651567,93.48915447557593,normal
227,61.69926131974458,89.36500709280064,89.2375380376406,normal
228,58.544337775298395,85.04449208947334,84.80300515478459,normal
229,55.29442886494242,79.87068808302182,80.23484732111505,normal
230,51.98566305119092,74.96096201282262,75.58384603645129,normal
231,48.654823094720406,70.80838973080711,70.90170805612213,normal
232,45.33893714918925,66.15147114427647,66.24049010637226,normal
233,42.07486712808154,61.50327682322723,61.65201951680017,normal
234,38.898898919603326,57.60370814402233,57.18731727742908,normal
235,35.84633900511501,53.62383124570043,52.89603000516259,normal
236,32.951121965395636,48.65014807279221,48.8258772027078,normal
237,30.24543323799907,45.316889320115436,45.02212001431151,normal
238,27.759351319418357,41.92391375840565,41.52705743003135,normal
239,25.520513389611533,38.68034340981154,38.37955556819645,normal
240,23.553808076061255,36.0564133627042,35.61461527969725,normal
241,21.881098772837053,33.09881152221241,33.262982874043345,normal
242,20.52098059045599,31.66283625364312,31.350808272517995,normal
243,19.48857363847277,30.753219698729296,29.899354355254708,normal
244,18.79535493882639,29.26372255684634,28.924760693693226,normal
245,18.44903083852387,28.17641182505348,28.437864254513066,normal
246,18.453451340017793,28.700393810079575,28.44407903236983,normal
247,18.80856730164698,29.475769807421386,28.943335922840912,normal
248,19.51043098393264,30.08571076249018,29.930083489860685,normal
249,20.551239935656913,31.155724219730335,31.393349619297858,normal
250,21.919423731852802,33.967688178394646,33.31686338776923,normal
251,23.599772599459932,35.15212182018482,35.679235818869934,normal
252,25.5736065007453,38.66652703524801,38.45419755343711,normal
253,27.81898279482925,41.604068463378596,41.610890832204724,normal
254,30.310940168792182,44.610760428995754,45.11421258451712,normal
255,33.02177612663952,49.43953189277753,48.925204842247204,normal
256,63.47304002671535,91.54865955209205,91.73069557916072,normal
257,63.88734408040114,91.51048189453945,92.31302062268703,normal
258,64.2588957245641,92.54469389045066,92.83525326818662,normal
259,64.586551131561,93.40694442632517,93.29578638472543,normal
260,64.86930160901257,93.96132301430296,93.69320273438181,normal
261,65.10627670507898,94.09610960423474,94.02627932712502,normal
262,65.29674688815975,94.31304041637897,94.29399117855853,normal
263,65.4401257927683,94.69374205093621,94.49551445909127,normal
264,65.53597202466744,94.54124567638901,94.63022902495763,normal
265,65.58399051970859,95.1941242326307,94.69772032338933,normal
266,65.58403345219139,94.76047322455308,94.69778066614677,normal
267,65.53610068994752,94.75437710227389,94.63040986753983,normal
268,65.44033979474753,94.7239079281126,94.49581524499816,normal
269,65.29704556802966,93.8485290906559,94.29441098218979,normal
270,65.10665914334882,93.72768637803085,94.02681685662348,normal
271,64.86976662834005,94.33856484453939,93.69385633560248,normal
272,64.58709730037674,93.43797712596748,93.29655404631745,normal
273,64.25952136147872,92.71693370050001,92.8361326277731,normal
274,63.88804725938145,92.4580364141592,92.3140089741239,normal
275,63.47381858301367,91.52865616655174,91.73178988085245,normal
276,63.01811054194071,91.20875795520354,91.09126710704615,normal
277,62.52232604061152,90.11356756637502,90.39441186881504,normal
278,61.9879913594951,89.75978518233345,89.64336878063673,normal
279,61.41675145640174,88.1750219713775,88.84044926310816,normal
280,60.81036490245428,88.54946621391828,87.98812443722665,normal
281,60.17069846829897,86.87266738695062,87.08901752690505,normal
282,59.49972137722233,85.47897600775377,86.14589579294575,normal
283,58.79949924286596,85.06725235613885,85.16166202314898,normal
284,58.072187710202115,83.9828706133449,84.13934560461043,normal
285,57.32002581934639,83.14637025626743,83.0820932055621,normal
286,56.54532911263714,81.51012697379527,81.99315909533081,normal
287,55.75048250620156,81.04353411909887,80.87589513212012,normal
288,54.93793294795346,81.26205187266099,79.73374044936435,normal
289,54.110181884625284,78.0309074420661,78.57021087235272,normal
290,53.269777561024476,77.53132632887205,77.38888809767155,normal
291,52.41930717522141,76.06235683965515,76.193408668766,normal
292,51.56138891381896,75.06868914376801,74.98745278156854,normal
293,50.69866389182345,73.01056661711573,73.77473295468617,normal
294,49.83378802193008,72.07352159840774,72.55898259907177,normal
295,48.96942383825353,71.53781503318064,71.34394452243164,normal
296,48.108232299674306,70.11715584343634,70.1333594038364,normal
297,47.25286459803453,69.62064835632951,68.93095427410482,normal
298,46.40595399640175,67.44316878155024,67.74043103752403,normal
299,45.57010772252668,66.63905370121182,66.56545507034615,normal
300,44.74789894245116,66.63831058696994,65.40964393127149,normal
301,43.94185883897554,63.9536655239947,64.27655621878392,normal
302,43.154468819372255,62.78847093695459,63.16968060975073,normal
303,42.388152876334,62.07760830421875,62.09242511313856,normal
304,41.64527012567381,61.02931137983836,61.04810657202861,normal
305,40.928107543749405,60.395984712198135,60.03994044634213,normal
306,40.23887292697018,59.1256820979158,59.07103090781498,normal
307,39.57968809506089,57.82519148855488,58.14436127778769,normal
308,38.9525823590058,57.351956063255415,57.26278483731102,normal
309,38.359486273782665,57.54189646550195,56.42901603790997,normal
310,37.80222569511848,56.18201786968316,55.64562214010311,normal
311,37.28251615856357,53.74158039000217,54.915015305446445,normal
312,36.80195759818823,54.17954672106074,54.239445166464215,normal
313,36.36202942116015,53.251905141934174,53.620991897346386,normal
314,35.96408595336598,53.324011343694465,53.06155980674443,normal
315,35.60935227009756,52.48979416861451,52.562871472380074,normal
316,35.29892042463814,52.94161513678181,52.12646243550904,normal
317,35.033746086358974,52.14644351002385,51.75367647155303,normal
318,34.814645598676044,51.821206502314084,51.44566145143778,normal
319,34.64229346592377,51.282055845237736,51.20336580635411,normal
320,62.21317540006145,90.18526986582371,89.95988039885965,drift
321,63.871118303450736,92.08614052398309,92.29021452129545,drift
322,65.2009657190978,94.58520621229238,94.1593677791676,drift
323,66.1712625813825,95.43624054429823,95.52314484669496,drift
324,66.75905832386015,96.09265789596081,96.34930112524364,drift
325,66.950449732197,96.00464058937953,96.61830386548662,drift
326,66.74090979883002,95.74921338984927,96.32379314883117,drift
327,66.13539480090537,94.81262845285416,95.47273197059394,drift
328,65.14822706876683,92.45969492215431,94.08524192489767,drift
329,63.80275621788691,92.11921137934631,92.19412832327188,drift
330,62.13080685716916,89.5232601126633,89.84410582935696,drift
331,60.17192583705382,86.38462410693673,87.09074270507875,drift
332,57.97244684237172,83.76859011956398,83.99914838442567,drift
333,55.584394455261965,80.09946568315141,80.64243516752423,drift
334,53.06425361050506,76.47302976754615,77.09999021372808,drift
335,50.47163354951551,71.57216476847528,73.45559857136179,drift
336,47.86785787467573,68.80155235631472,69.79546159198001,drift
337,45.31451405365195,65.47901189678669,66.20615763749034,drift
338,42.87199668246777,62.443926791849634,62.77259342421844,drift
339,40.59807896373641,59.28861460852762,59.575994614430904,drift
340,38.546546189075464,56.173821168134836,56.69198335178613,drift
341,36.765923548134126,52.52334196822744,54.18878836569323,drift
342,35.298328355542985,49.967227214502635,52.125630096631895,drift
343,34.178473844221514,49.50445759346442,50.55131910592849,drift
344,33.43284808845864,48.17130322935464,49.50310094035805,drift
345,33.07908747781278,48.01232852866233,49.005774755235734,drift
346,33.125559561140065,47.562613275871904,49.07110650496047,drift
347,33.57116512779924,48.27886065900145,49.6975505426749,drift
348,34.40536420743353,48.670283348666864,50.87028619218298,drift
349,35.608425373353356,51.1271957126295,52.561568430104266,drift
350,37.15189245271231,52.86443313282966,54.73138441030458,drift
351,38.999257604315616,55.740730166021216,57.3284003416381,drift
352,41.10682484365836,58.693679617348835,60.29117635799855,drift
353,43.424743590115796,61.65294269611559,63.54962065688223,drift
354,45.89818778965039,65.25705154400963,67.02664848262043,drift
355,48.46865272308262,68.6750766315021,70.64000663579544,drift
356,51.07533882633919,72.60925979600614,74.30422022797957,drift
357,53.65658979098637,76.0730907606423,77.9326154764892,drift
358,56.15135092945646,79.08144956318678,81.43937052660934,drift
359,58.500613310052685,82.31048787868893,84.74154564729358,drift
360,60.648809503406035,86.25742564947124,87.76104468583777,drift
361,62.545127926599704,88.08855917770477,90.42646136838793,drift
362,64.14471469659696,90.74205224355647,92.67476684445971,drift
363,65.40973456536604,92.21171088612212,94.45279871342089,drift
364,66.31026584225683,93.01760798652256,95.7185165328295,drift
365,66.8250081359054,93.6071400194375,96.44199436705503,drift
366,66.94178617534936,94.08185583559373,96.60612715050087,drift
367,66.65783779340283,93.6843698610657,96.2070343650078,drift
368,65.9798792605806,92.82638120381296,95.25415161281053,drift
369,64.9239464242188,90.49278633223317,93.77000794961923,drift
370,63.51501541035063,88.74003047880336,91.78969417103973,drift
371,61.786411859928606,86.46520163645894,89.3600344635296,drift
372,59.779022672810505,84.30283055197445,86.53848078268466,drift
373,57.54032890423847,79.42952890907262,83.39175585245385,drift
374,55.12328268884479,77.15672888831547,79.99427663769129,drift
375,52.58505475645714,73.11989168329819,76.42639538440629,drift
376,49.98568216488594,69.8197360975114,72.77249971297954,drift
377,47.38664823505723,65.7208323893876,69.11901667126823,drift
378,44.8494282774839,62.459465318669466,65.55236801035596,drift
379,42.43403550820799,59.514206035195386,62.15692516605638,drift
380,40.19760154786659,55.80378877353217,59.01301247567693,drift
381,38.19302507953403,52.963211058900306,56.195006027170116,drift
382,36.46772062882437,50.456266592767236,53.76957325598008,drift
383,35.06249706153169,47.951091705634916,51.794095035477625,drift
384,35.69352142072245,52.998992447480255,52.68119742405242,normal
385,35.90400441518277,52.95902831806468,52.97709660947236,normal
386,36.13303585340992,53.075768379434784,53.29907105073289,normal
387,36.38031436068177,54.260781826722905,53.646696984782835,normal
388,36.64551455157525,54.436388998319636,54.01951688821682,normal
389,36.92828745813004,54.95257361212594,54.417040079602074,normal
390,37.22826098904375,55.09503910789462,54.83874336546578,normal
391,37.54504041929418,55.23780400602717,55.28407172909381,normal
392,37.87820890954474,55.5756781196194,55.75243906123563,normal
393,38.227328054649135,56.125411757593405,56.24322893175364,normal
394,38.59193846053394,57.15550268123395,56.755795401202576,normal
395,38.971560348699654,57.336661295525005,57.28946387127061,normal
396,39.36569418754508,57.21811351485898,57.843531972962964,normal
397,39.773821349683985,58.400786547538274,58.417270491358906,normal
398,40.19540479438935,58.412654336298274,59.009924325724214,normal
399,40.62988977426715,59.690670683561244,59.620713483714844,normal
400,41.07670456522962,59.74109934064621,60.24883410836154,normal
401,41.53526121880767,60.360369447047184,60.893459536482546,normal
402,42.00495633581237,61.603754619827555,61.55374138712914,normal
403,42.485171860327604,62.195822237987564,62.22881067862926,normal
404,42.9752758929888,62.21689807111364,62.917778972755954,normal
405,43.47462352247809,63.935317713282494,63.61973954451232,normal
406,43.982557674141184,65.24609743611173,64.33376857598918,normal
407,44.4984099746097,64.43412681965566,65.05892637272107,normal
408,45.021501631291144,66.56181625490701,65.7942586009353,normal
409,45.55114432556902,66.24870873538667,66.53879754406131,normal
410,46.086641118538076,67.08317087465822,67.29156337684253,normal
411,46.62728736808261,67.97611622776924,68.05156545536849,normal
412,47.17237165609123,68.20822933539013,68.81780362132491,normal
413,47.72117672458782,70.13720214561323,69.5892695187397,normal
414,48.27298041954709,70.57275121517037,70.36494792148734,normal
415,48.82705664115264,70.82687738054359,71.1438180697991,normal
416,49.38267629924711,71.80799223761302,71.92485501401491,normal
417,49.93910827271727,72.067476345214,72.70703096380346,normal
418,50.4956203715516,73.34264292814976,73.48931664107022,normal
419,51.051480300304284,74.66554906946398,74.27068263476777,normal
420,51.605956621698056,74.3266433297476,75.05010075582118,normal
421,52.15831971909782,75.64255239359555,75.8265453903813,normal
422,52.707842756588384,76.66090717077213,76.59899484962072,normal
423,53.253802635393356,77.80854841472623,77.36643271429347,normal
424,53.79548094537634,78.69695605117036,78.1278491722851,normal
425,54.33216491037248,78.68938685914277,78.88224234739117,normal
426,54.86314832610659,79.31638053346623,79.62861961757328,normal
427,55.3877324894634,80.55596389645194,80.36599892095639,normal
428,55.905227117887364,80.9402001465008,81.09341004784838,normal
429,56.414951257702185,81.67913910761904,81.80989591708102,normal
430,56.91623418015463,82.97010269044307,82.51451383499362,normal
431,57.408416264003876,83.91901714093305,83.20633673540337,normal
432,57.890849863494736,83.99658931153685,83.88445439893316,normal
433,58.36290016057288,84.46690426278195,84.54797465009412,normal
434,58.82394600022035,85.43696557591136,85.19602453055134,normal
435,59.27338070781248,85.03165427102779,85.82775144703207,normal
436,59.710612887420524,86.43462738855078,86.44232429237113,normal
437,60.135067200009516,86.59161525303459,87.03893453822288,normal
438,60.546185120507474,88.62458580232004,87.61679729800717,normal
439,60.943425672749655,88.47891093888244,88.17515235869779,normal
440,61.32626614133075,88.77289071267153,88.71326518010117,normal
441,61.69420275942845,89.14845072929064,89.2304278603183,normal
442,62.046751371693134,88.66522755705519,89.7259600661268,normal
443,62.38344807133154,90.49984934951713,90.19920992706633,normal
444,62.70384981054599,91.33677350928193,90.64955489205917,normal
445,63.007534983526064,90.76900832439745,91.07640254744767,normal
446,63.29410398122533,91.76743078002586,91.47919139537898,normal
447,63.563179717193435,92.16213847497171,91.85739159152314,normal
448,83.92619525620404,120.57228374057708,120.47591772651512,normal
449,82.46445062822036,118.39510759570382,118.42175585304557,normal
450,80.83952831280546,116.47058391032797,116.13824470568842,normal
451,79.05959573803997,112.98700745984522,113.63685095762607,normal
452,77.1335994678027,110.96947949353437,110.9301365100403,normal
453,75.07122023321017,108.47638525577344,108.031695658158,normal
454,72.88282427387506,104.43206534548666,104.95608704816922,normal
455,70.57941123355906,102.13739731943285,101.71876075794295,normal
456,68.17255887211469,98.15958422018322,98.33598086025879,normal
457,65.67436487161353,93.94711388113642,94.82474385154322,normal
458,63.097386029163445,91.15809205802232,91.20269335164751,normal
459,60.454575142052946,87.07811486110005,87.48803150084683,normal
460,57.75921590246012,83.83408157388797,83.69942749879226,normal
461,55.024856128968146,79.36155000635003,79.85592374643147,normal
462,52.26523967048896,76.41981472690067,75.97684006577036,normal
463,49.494237324870014,71.77006016571258,72.08167648363441,normal
464,46.72577711941112,68.34031590404594,68.19001507418211,normal
465,43.97377430372627,64.0708985581159,64.32142136073138,normal
466,41.25206140683038,60.35915407111794,60.49534578041003,normal
467,38.574318710008754,57.233674112228975,56.731025715205,normal
468,35.95400548493696,53.13818653759757,53.04738859014406,normal
469,33.40429234267228,49.29634392709033,49.4629565336331,normal
470,30.93799503355444,45.467904800030375,45.99575308644028,normal
471,28.56751003076048,43.15244485266216,42.663212434550786,normal
472,26.304752221293295,39.7911692483572,39.482091627222715,normal
473,24.161095017590824,36.33066338110129,36.46838622518721,normal
474,22.147313190775833,33.73987104664178,33.63724980520702,normal
475,20.27352871288641,30.568673006966318,31.002917726304396,normal
476,18.549159880303055,28.150604614661077,28.578635540068742,normal
477,16.98287397409581,26.02813137724436,26.376592402743444,normal
478,15.582543695237142,24.55692474789374,24.407859820455236,normal
479,14.355207593652324,22.80711489509408,22.68233603117565,normal
480,13.307034690004961,20.894350029039995,21.208696297974257,normal
